 AAPL , AAPL-MSE , MSFT , MSFT-MSE , AMZN , AMZN-MSE , GOOGL , GOOGL-MSE , BRK-B , BRK.B-MSE , TSLA , TSLA-MSE , NVDA , NVDA-MSE , GOOG , GOOG-MSE , UNH , UNH-MSE , JPM , JPM-MSE , AVGO , AVGO-MSE , V , V-MSE , BAC , BAC-MSE , HD , HD-MSE , MA , MA-MSE , MRK , MRK-MSE , ABBV , ABBV-MSE , LLY , LLY-MSE , UPS , UPS-MSE , CAT , CAT-MSE 
AAPL_t10_L2_U32_U32_B32_D03,0.094996877,MSFT_t10_L2_U32_U32_B32_D03,0.071019806,AMZN_t10_L2_U32_U32_B32_D03,0.095113061,GOOGL_t10_L2_U32_U32_B32_D03,0.091691859,BRK-B_t10_L2_U32_U32_B32_D03,0.083870962,TSLA_t10_L2_U32_U32_B32_D03,0.077983998,NVDA_t10_L2_U32_U32_B32_D03,0.154858947,GOOG_t10_L2_U32_U32_B32_D03,0.100317724,UNH_t10_L2_U32_U32_B32_D03,0.074611969,JPM_t10_L2_U32_U32_B32_D03,0.065679498,AVGO_t10_L2_U32_U32_B32_D03,0.096383423,V_t10_L2_U32_U32_B32_D03,0.0773829,BAC_t10_L2_U32_U32_B32_D03,0.099025644,HD_t10_L2_U32_U32_B32_D03,0.096383423,MA_t10_L2_U32_U32_B32_D03,0.078952134,MRK_t10_L2_U32_U32_B32_D03,0.060658116,ABBV_t10_L2_U32_U32_B32_D03,0.051939551,LLY_t10_L2_U32_U32_B32_D03,0.07568527,UPS_t10_L2_U32_U32_B32_D03,0.082398728,CAT_t10_L2_U32_U32_B32_D03,0.055293057
AAPL_t10_L2_U32_U16_B32_D03,0.07502342,MSFT_t10_L2_U32_U16_B32_D03,0.071470857,AMZN_t10_L2_U32_U16_B32_D03,0.243323371,GOOGL_t10_L2_U32_U16_B32_D03,0.077073514,BRK-B_t10_L2_U32_U16_B32_D03,0.058738474,TSLA_t10_L2_U32_U16_B32_D03,0.073235393,NVDA_t10_L2_U32_U16_B32_D03,0.246481478,GOOG_t10_L2_U32_U16_B32_D03,0.115535401,UNH_t10_L2_U32_U16_B32_D03,0.096210279,JPM_t10_L2_U32_U16_B32_D03,0.063939556,AVGO_t10_L2_U32_U16_B32_D03,0.051497106,V_t10_L2_U32_U16_B32_D03,0.070191778,BAC_t10_L2_U32_U16_B32_D03,0.102952346,HD_t10_L2_U32_U16_B32_D03,0.051497106,MA_t10_L2_U32_U16_B32_D03,0.127303675,MRK_t10_L2_U32_U16_B32_D03,0.071282625,ABBV_t10_L2_U32_U16_B32_D03,0.114743799,LLY_t10_L2_U32_U16_B32_D03,0.087033972,UPS_t10_L2_U32_U16_B32_D03,0.082222596,CAT_t10_L2_U32_U16_B32_D03,0.107112676
AAPL_t10_L2_U16_U16_B32_D03,0.130416989,MSFT_t10_L2_U16_U16_B32_D03,0.088040449,AMZN_t10_L2_U16_U16_B32_D03,0.071448788,GOOGL_t10_L2_U16_U16_B32_D03,0.116627589,BRK-B_t10_L2_U16_U16_B32_D03,0.069446743,TSLA_t10_L2_U16_U16_B32_D03,0.075932249,NVDA_t10_L2_U16_U16_B32_D03,0.123064391,GOOG_t10_L2_U16_U16_B32_D03,0.102782987,UNH_t10_L2_U16_U16_B32_D03,0.094382659,JPM_t10_L2_U16_U16_B32_D03,0.074512713,AVGO_t10_L2_U16_U16_B32_D03,0.114021577,V_t10_L2_U16_U16_B32_D03,0.090225451,BAC_t10_L2_U16_U16_B32_D03,0.083870962,HD_t10_L2_U16_U16_B32_D03,0.114021577,MA_t10_L2_U16_U16_B32_D03,0.083600171,MRK_t10_L2_U16_U16_B32_D03,0.127178937,ABBV_t10_L2_U16_U16_B32_D03,0.111267805,LLY_t10_L2_U16_U16_B32_D03,0.110848516,UPS_t10_L2_U16_U16_B32_D03,0.08885701,CAT_t10_L2_U16_U16_B32_D03,0.076990798
AAPL_t10_L2_U16_U8_B32_D03,0.087738149,MSFT_t10_L2_U16_U8_B32_D03,0.141137496,AMZN_t10_L2_U16_U8_B32_D03,0.111525513,GOOGL_t10_L2_U16_U8_B32_D03,0.069608636,BRK-B_t10_L2_U16_U8_B32_D03,0.075105496,TSLA_t10_L2_U16_U8_B32_D03,0.098577544,NVDA_t10_L2_U16_U8_B32_D03,0.320807904,GOOG_t10_L2_U16_U8_B32_D03,0.172187865,UNH_t10_L2_U16_U8_B32_D03,0.102430277,JPM_t10_L2_U16_U8_B32_D03,0.078336142,AVGO_t10_L2_U16_U8_B32_D03,0.076066837,V_t10_L2_U16_U8_B32_D03,0.072485767,BAC_t10_L2_U16_U8_B32_D03,0.058738474,HD_t10_L2_U16_U8_B32_D03,0.076066837,MA_t10_L2_U16_U8_B32_D03,0.108725697,MRK_t10_L2_U16_U8_B32_D03,0.082582936,ABBV_t10_L2_U16_U8_B32_D03,0.120979041,LLY_t10_L2_U16_U8_B32_D03,0.096903913,UPS_t10_L2_U16_U8_B32_D03,0.143435284,CAT_t10_L2_U16_U8_B32_D03,0.073541597
AAPL_t10_L2_U8_U8_B32_D03,0.112968698,MSFT_t10_L2_U8_U8_B32_D03,0.17357102,AMZN_t10_L2_U8_U8_B32_D03,0.102803111,GOOGL_t10_L2_U8_U8_B32_D03,0.14040862,BRK-B_t10_L2_U8_U8_B32_D03,0.079819106,TSLA_t10_L2_U8_U8_B32_D03,0.116703458,NVDA_t10_L2_U8_U8_B32_D03,0.110796727,GOOG_t10_L2_U8_U8_B32_D03,0.111471422,UNH_t10_L2_U8_U8_B32_D03,0.084858984,JPM_t10_L2_U8_U8_B32_D03,0.110589564,AVGO_t10_L2_U8_U8_B32_D03,0.100157477,V_t10_L2_U8_U8_B32_D03,0.103253081,BAC_t10_L2_U8_U8_B32_D03,0.069446743,HD_t10_L2_U8_U8_B32_D03,0.100157477,MA_t10_L2_U8_U8_B32_D03,0.123053595,MRK_t10_L2_U8_U8_B32_D03,0.126118749,ABBV_t10_L2_U8_U8_B32_D03,0.241521254,LLY_t10_L2_U8_U8_B32_D03,0.099121019,UPS_t10_L2_U8_U8_B32_D03,0.052555211,CAT_t10_L2_U8_U8_B32_D03,0.064985745
AAPL_t10_L2_U128_U128_B64_D03,0.09884312,MSFT_t10_L2_U128_U128_B64_D03,0.044866312,AMZN_t10_L2_U128_U128_B64_D03,0.277516663,GOOGL_t10_L2_U128_U128_B64_D03,0.052857213,BRK-B_t10_L2_U128_U128_B64_D03,0.051833697,TSLA_t10_L2_U128_U128_B64_D03,0.066688873,NVDA_t10_L2_U128_U128_B64_D03,0.575344145,GOOG_t10_L2_U128_U128_B64_D03,0.124849841,UNH_t10_L2_U128_U128_B64_D03,0.073191218,JPM_t10_L2_U128_U128_B64_D03,0.085406952,AVGO_t10_L2_U128_U128_B64_D03,0.069185831,V_t10_L2_U128_U128_B64_D03,0.047410872,BAC_t10_L2_U128_U128_B64_D03,0.075105496,HD_t10_L2_U128_U128_B64_D03,0.069185831,MA_t10_L2_U128_U128_B64_D03,0.099523127,MRK_t10_L2_U128_U128_B64_D03,0.051059108,ABBV_t10_L2_U128_U128_B64_D03,0.344968557,LLY_t10_L2_U128_U128_B64_D03,0.073993295,UPS_t10_L2_U128_U128_B64_D03,0.16799736,CAT_t10_L2_U128_U128_B64_D03,0.074640453
AAPL_t10_L2_U128_U64_B64_D03,0.094522469,MSFT_t10_L2_U128_U64_B64_D03,0.043540791,AMZN_t10_L2_U128_U64_B64_D03,0.217659131,GOOGL_t10_L2_U128_U64_B64_D03,0.064072341,BRK-B_t10_L2_U128_U64_B64_D03,0.092827849,TSLA_t10_L2_U128_U64_B64_D03,0.053394821,NVDA_t10_L2_U128_U64_B64_D03,0.604244709,GOOG_t10_L2_U128_U64_B64_D03,0.073281258,UNH_t10_L2_U128_U64_B64_D03,0.11938145,JPM_t10_L2_U128_U64_B64_D03,0.075890519,AVGO_t10_L2_U128_U64_B64_D03,0.105024926,V_t10_L2_U128_U64_B64_D03,0.062682375,BAC_t10_L2_U128_U64_B64_D03,0.079819106,HD_t10_L2_U128_U64_B64_D03,0.105024926,MA_t10_L2_U128_U64_B64_D03,0.252876133,MRK_t10_L2_U128_U64_B64_D03,0.050865013,ABBV_t10_L2_U128_U64_B64_D03,0.081769668,LLY_t10_L2_U128_U64_B64_D03,0.042768184,UPS_t10_L2_U128_U64_B64_D03,0.082811818,CAT_t10_L2_U128_U64_B64_D03,0.048784059
AAPL_t10_L2_U64_U64_B64_D03,0.131845251,MSFT_t10_L2_U64_U64_B64_D03,0.088485442,AMZN_t10_L2_U64_U64_B64_D03,0.177778319,GOOGL_t10_L2_U64_U64_B64_D03,0.087785669,BRK-B_t10_L2_U64_U64_B64_D03,0.080286354,TSLA_t10_L2_U64_U64_B64_D03,0.094148777,NVDA_t10_L2_U64_U64_B64_D03,0.615609288,GOOG_t10_L2_U64_U64_B64_D03,0.067371033,UNH_t10_L2_U64_U64_B64_D03,0.084514312,JPM_t10_L2_U64_U64_B64_D03,0.073047042,AVGO_t10_L2_U64_U64_B64_D03,0.085098915,V_t10_L2_U64_U64_B64_D03,0.07569021,BAC_t10_L2_U64_U64_B64_D03,0.051833697,HD_t10_L2_U64_U64_B64_D03,0.085098915,MA_t10_L2_U64_U64_B64_D03,0.121688426,MRK_t10_L2_U64_U64_B64_D03,0.122999988,ABBV_t10_L2_U64_U64_B64_D03,0.136438668,LLY_t10_L2_U64_U64_B64_D03,0.083513886,UPS_t10_L2_U64_U64_B64_D03,0.083634511,CAT_t10_L2_U64_U64_B64_D03,0.059799608
AAPL_t10_L2_U64_U32_B64_D03,0.092105515,MSFT_t10_L2_U64_U32_B64_D03,0.058279872,AMZN_t10_L2_U64_U32_B64_D03,0.082173526,GOOGL_t10_L2_U64_U32_B64_D03,0.067287222,BRK-B_t10_L2_U64_U32_B64_D03,0.082957424,TSLA_t10_L2_U64_U32_B64_D03,0.072601669,NVDA_t10_L2_U64_U32_B64_D03,0.918612242,GOOG_t10_L2_U64_U32_B64_D03,0.101281635,UNH_t10_L2_U64_U32_B64_D03,0.04452901,JPM_t10_L2_U64_U32_B64_D03,0.094029099,AVGO_t10_L2_U64_U32_B64_D03,0.360351413,V_t10_L2_U64_U32_B64_D03,0.091179833,BAC_t10_L2_U64_U32_B64_D03,0.092827849,HD_t10_L2_U64_U32_B64_D03,0.360351413,MA_t10_L2_U64_U32_B64_D03,0.109488614,MRK_t10_L2_U64_U32_B64_D03,0.114683226,ABBV_t10_L2_U64_U32_B64_D03,0.085584261,LLY_t10_L2_U64_U32_B64_D03,0.076406069,UPS_t10_L2_U64_U32_B64_D03,0.085897371,CAT_t10_L2_U64_U32_B64_D03,0.049546909
AAPL_t10_L2_U32_U32_B64_D03,0.094618157,MSFT_t10_L2_U32_U32_B64_D03,0.069821246,AMZN_t10_L2_U32_U32_B64_D03,0.109229825,GOOGL_t10_L2_U32_U32_B64_D03,0.104406841,BRK-B_t10_L2_U32_U32_B64_D03,0.077363141,TSLA_t10_L2_U32_U32_B64_D03,0.106108584,NVDA_t10_L2_U32_U32_B64_D03,0.457234144,GOOG_t10_L2_U32_U32_B64_D03,0.132673457,UNH_t10_L2_U32_U32_B64_D03,0.082551509,JPM_t10_L2_U32_U32_B64_D03,0.066953443,AVGO_t10_L2_U32_U32_B64_D03,0.075005434,V_t10_L2_U32_U32_B64_D03,0.070851892,BAC_t10_L2_U32_U32_B64_D03,0.080286354,HD_t10_L2_U32_U32_B64_D03,0.075005434,MA_t10_L2_U32_U32_B64_D03,0.131396651,MRK_t10_L2_U32_U32_B64_D03,0.082075544,ABBV_t10_L2_U32_U32_B64_D03,0.099686772,LLY_t10_L2_U32_U32_B64_D03,0.14652285,UPS_t10_L2_U32_U32_B64_D03,0.072240055,CAT_t10_L2_U32_U32_B64_D03,0.091946669
AAPL_t10_L2_U32_U16_B64_D03,0.093233459,MSFT_t10_L2_U32_U16_B64_D03,0.201016441,AMZN_t10_L2_U32_U16_B64_D03,0.133795708,GOOGL_t10_L2_U32_U16_B64_D03,0.110758841,BRK-B_t10_L2_U32_U16_B64_D03,0.079407752,TSLA_t10_L2_U32_U16_B64_D03,0.067820482,NVDA_t10_L2_U32_U16_B64_D03,0.404131144,GOOG_t10_L2_U32_U16_B64_D03,0.11638952,UNH_t10_L2_U32_U16_B64_D03,0.106558613,JPM_t10_L2_U32_U16_B64_D03,0.065176889,AVGO_t10_L2_U32_U16_B64_D03,0.058275435,V_t10_L2_U32_U16_B64_D03,0.092863582,BAC_t10_L2_U32_U16_B64_D03,0.082957424,HD_t10_L2_U32_U16_B64_D03,0.058275435,MA_t10_L2_U32_U16_B64_D03,0.119414926,MRK_t10_L2_U32_U16_B64_D03,0.071868859,ABBV_t10_L2_U32_U16_B64_D03,0.106779255,LLY_t10_L2_U32_U16_B64_D03,0.086506039,UPS_t10_L2_U32_U16_B64_D03,0.114571258,CAT_t10_L2_U32_U16_B64_D03,0.073173687
AAPL_t10_L2_U16_U16_B64_D03,0.108124107,MSFT_t10_L2_U16_U16_B64_D03,0.11799489,AMZN_t10_L2_U16_U16_B64_D03,0.393082291,GOOGL_t10_L2_U16_U16_B64_D03,0.137775108,BRK-B_t10_L2_U16_U16_B64_D03,0.062542252,TSLA_t10_L2_U16_U16_B64_D03,0.108373158,NVDA_t10_L2_U16_U16_B64_D03,0.47535032,GOOG_t10_L2_U16_U16_B64_D03,0.118535303,UNH_t10_L2_U16_U16_B64_D03,0.116358943,JPM_t10_L2_U16_U16_B64_D03,0.069696628,AVGO_t10_L2_U16_U16_B64_D03,0.11789573,V_t10_L2_U16_U16_B64_D03,0.092606992,BAC_t10_L2_U16_U16_B64_D03,0.077363141,HD_t10_L2_U16_U16_B64_D03,0.11789573,MA_t10_L2_U16_U16_B64_D03,0.160530612,MRK_t10_L2_U16_U16_B64_D03,0.157734647,ABBV_t10_L2_U16_U16_B64_D03,0.105444834,LLY_t10_L2_U16_U16_B64_D03,0.081588656,UPS_t10_L2_U16_U16_B64_D03,0.11403086,CAT_t10_L2_U16_U16_B64_D03,0.073486373
AAPL_t10_L2_U16_U8_B64_D03,0.116617508,MSFT_t10_L2_U16_U8_B64_D03,0.346693993,AMZN_t10_L2_U16_U8_B64_D03,0.122152887,GOOGL_t10_L2_U16_U8_B64_D03,0.11644455,BRK-B_t10_L2_U16_U8_B64_D03,0.093791313,TSLA_t10_L2_U16_U8_B64_D03,0.070860185,NVDA_t10_L2_U16_U8_B64_D03,0.409074038,GOOG_t10_L2_U16_U8_B64_D03,0.082990862,UNH_t10_L2_U16_U8_B64_D03,0.105501831,JPM_t10_L2_U16_U8_B64_D03,0.080635823,AVGO_t10_L2_U16_U8_B64_D03,0.146404713,V_t10_L2_U16_U8_B64_D03,0.114302754,BAC_t10_L2_U16_U8_B64_D03,0.079407752,HD_t10_L2_U16_U8_B64_D03,0.146404713,MA_t10_L2_U16_U8_B64_D03,0.4129695,MRK_t10_L2_U16_U8_B64_D03,0.092858382,ABBV_t10_L2_U16_U8_B64_D03,0.163436413,LLY_t10_L2_U16_U8_B64_D03,0.101740532,UPS_t10_L2_U16_U8_B64_D03,0.098271884,CAT_t10_L2_U16_U8_B64_D03,0.084517494
AAPL_t10_L2_U8_U8_B64_D03,0.118302211,MSFT_t10_L2_U8_U8_B64_D03,0.084199481,AMZN_t10_L2_U8_U8_B64_D03,0.151069015,GOOGL_t10_L2_U8_U8_B64_D03,0.092254952,BRK-B_t10_L2_U8_U8_B64_D03,0.086333096,TSLA_t10_L2_U8_U8_B64_D03,0.101414151,NVDA_t10_L2_U8_U8_B64_D03,0.520841837,GOOG_t10_L2_U8_U8_B64_D03,0.106446005,UNH_t10_L2_U8_U8_B64_D03,0.101888947,JPM_t10_L2_U8_U8_B64_D03,0.059501413,AVGO_t10_L2_U8_U8_B64_D03,0.112204112,V_t10_L2_U8_U8_B64_D03,0.097685307,BAC_t10_L2_U8_U8_B64_D03,0.062542252,HD_t10_L2_U8_U8_B64_D03,0.112204112,MA_t10_L2_U8_U8_B64_D03,0.162038997,MRK_t10_L2_U8_U8_B64_D03,0.078021348,ABBV_t10_L2_U8_U8_B64_D03,0.162640229,LLY_t10_L2_U8_U8_B64_D03,0.060666673,UPS_t10_L2_U8_U8_B64_D03,0.150711328,CAT_t10_L2_U8_U8_B64_D03,0.13549225
AAPL_t10_L2_U128_U128_B16_D02,0.075937711,MSFT_t10_L2_U128_U128_B16_D02,0.18634519,AMZN_t10_L2_U128_U128_B16_D02,0.163907528,GOOGL_t10_L2_U128_U128_B16_D02,0.082831211,BRK-B_t10_L2_U128_U128_B16_D02,0.057912815,TSLA_t10_L2_U128_U128_B16_D02,0.026126195,NVDA_t10_L2_U128_U128_B16_D02,0.085085571,GOOG_t10_L2_U128_U128_B16_D02,0.040622193,UNH_t10_L2_U128_U128_B16_D02,0.062652253,JPM_t10_L2_U128_U128_B16_D02,0.062671944,AVGO_t10_L2_U128_U128_B16_D02,0.158629224,V_t10_L2_U128_U128_B16_D02,0.057871405,BAC_t10_L2_U128_U128_B16_D02,0.093791313,HD_t10_L2_U128_U128_B16_D02,0.158629224,MA_t10_L2_U128_U128_B16_D02,0.050682314,MRK_t10_L2_U128_U128_B16_D02,0.052440058,ABBV_t10_L2_U128_U128_B16_D02,0.040039431,LLY_t10_L2_U128_U128_B16_D02,0.023084624,UPS_t10_L2_U128_U128_B16_D02,0.153371707,CAT_t10_L2_U128_U128_B16_D02,0.057344776
AAPL_t10_L2_U128_U64_B16_D02,0.064536624,MSFT_t10_L2_U128_U64_B16_D02,0.056236561,AMZN_t10_L2_U128_U64_B16_D02,0.06536492,GOOGL_t10_L2_U128_U64_B16_D02,0.063799135,BRK-B_t10_L2_U128_U64_B16_D02,0.049108133,TSLA_t10_L2_U128_U64_B16_D02,0.053121116,NVDA_t10_L2_U128_U64_B16_D02,0.071150012,GOOG_t10_L2_U128_U64_B16_D02,0.07390146,UNH_t10_L2_U128_U64_B16_D02,0.112695977,JPM_t10_L2_U128_U64_B16_D02,0.035917964,AVGO_t10_L2_U128_U64_B16_D02,0.064091392,V_t10_L2_U128_U64_B16_D02,0.053715728,BAC_t10_L2_U128_U64_B16_D02,0.086333096,HD_t10_L2_U128_U64_B16_D02,0.064091392,MA_t10_L2_U128_U64_B16_D02,0.064352199,MRK_t10_L2_U128_U64_B16_D02,0.021509074,ABBV_t10_L2_U128_U64_B16_D02,0.181359217,LLY_t10_L2_U128_U64_B16_D02,0.026590327,UPS_t10_L2_U128_U64_B16_D02,0.100418605,CAT_t10_L2_U128_U64_B16_D02,0.083075337
AAPL_t10_L2_U64_U64_B16_D02,0.045502517,MSFT_t10_L2_U64_U64_B16_D02,0.044513159,AMZN_t10_L2_U64_U64_B16_D02,0.052746162,GOOGL_t10_L2_U64_U64_B16_D02,0.024868887,BRK-B_t10_L2_U64_U64_B16_D02,0.056157265,TSLA_t10_L2_U64_U64_B16_D02,0.033311326,NVDA_t10_L2_U64_U64_B16_D02,0.099463753,GOOG_t10_L2_U64_U64_B16_D02,0.045822266,UNH_t10_L2_U64_U64_B16_D02,0.057092205,JPM_t10_L2_U64_U64_B16_D02,0.038450625,AVGO_t10_L2_U64_U64_B16_D02,0.075831346,V_t10_L2_U64_U64_B16_D02,0.041004028,BAC_t10_L2_U64_U64_B16_D02,0.057912815,HD_t10_L2_U64_U64_B16_D02,0.075831346,MA_t10_L2_U64_U64_B16_D02,0.079185985,MRK_t10_L2_U64_U64_B16_D02,0.047523584,ABBV_t10_L2_U64_U64_B16_D02,0.055329293,LLY_t10_L2_U64_U64_B16_D02,0.047395945,UPS_t10_L2_U64_U64_B16_D02,0.04765467,CAT_t10_L2_U64_U64_B16_D02,0.044191398
AAPL_t10_L2_U64_U32_B16_D02,0.054753516,MSFT_t10_L2_U64_U32_B16_D02,0.059802987,AMZN_t10_L2_U64_U32_B16_D02,0.154634327,GOOGL_t10_L2_U64_U32_B16_D02,0.023817176,BRK-B_t10_L2_U64_U32_B16_D02,0.035913393,TSLA_t10_L2_U64_U32_B16_D02,0.060447939,NVDA_t10_L2_U64_U32_B16_D02,0.090264253,GOOG_t10_L2_U64_U32_B16_D02,0.045400091,UNH_t10_L2_U64_U32_B16_D02,0.07259497,JPM_t10_L2_U64_U32_B16_D02,0.042826213,AVGO_t10_L2_U64_U32_B16_D02,0.075751215,V_t10_L2_U64_U32_B16_D02,0.063987926,BAC_t10_L2_U64_U32_B16_D02,0.049108133,HD_t10_L2_U64_U32_B16_D02,0.075751215,MA_t10_L2_U64_U32_B16_D02,0.059943371,MRK_t10_L2_U64_U32_B16_D02,0.051608771,ABBV_t10_L2_U64_U32_B16_D02,0.103807025,LLY_t10_L2_U64_U32_B16_D02,0.013984772,UPS_t10_L2_U64_U32_B16_D02,0.047566593,CAT_t10_L2_U64_U32_B16_D02,0.040925
AAPL_t10_L2_U32_U32_B16_D02,0.067506224,MSFT_t10_L2_U32_U32_B16_D02,0.023262743,AMZN_t10_L2_U32_U32_B16_D02,0.088739991,GOOGL_t10_L2_U32_U32_B16_D02,0.053295802,BRK-B_t10_L2_U32_U32_B16_D02,0.033788435,TSLA_t10_L2_U32_U32_B16_D02,0.03195015,NVDA_t10_L2_U32_U32_B16_D02,0.075057708,GOOG_t10_L2_U32_U32_B16_D02,0.058580764,UNH_t10_L2_U32_U32_B16_D02,0.045129653,JPM_t10_L2_U32_U32_B16_D02,0.034631301,AVGO_t10_L2_U32_U32_B16_D02,0.039306238,V_t10_L2_U32_U32_B16_D02,0.0626247,BAC_t10_L2_U32_U32_B16_D02,0.056157265,HD_t10_L2_U32_U32_B16_D02,0.039306238,MA_t10_L2_U32_U32_B16_D02,0.083434515,MRK_t10_L2_U32_U32_B16_D02,0.02884917,ABBV_t10_L2_U32_U32_B16_D02,0.09605708,LLY_t10_L2_U32_U32_B16_D02,0.037454747,UPS_t10_L2_U32_U32_B16_D02,0.021441661,CAT_t10_L2_U32_U32_B16_D02,0.037589513
AAPL_t10_L2_U32_U16_B16_D02,0.078181162,MSFT_t10_L2_U32_U16_B16_D02,0.042448118,AMZN_t10_L2_U32_U16_B16_D02,0.054160651,GOOGL_t10_L2_U32_U16_B16_D02,0.048141904,BRK-B_t10_L2_U32_U16_B16_D02,0.039479524,TSLA_t10_L2_U32_U16_B16_D02,0.047284592,NVDA_t10_L2_U32_U16_B16_D02,0.081334777,GOOG_t10_L2_U32_U16_B16_D02,0.031662829,UNH_t10_L2_U32_U16_B16_D02,0.058901031,JPM_t10_L2_U32_U16_B16_D02,0.087153099,AVGO_t10_L2_U32_U16_B16_D02,0.046178397,V_t10_L2_U32_U16_B16_D02,0.037062202,BAC_t10_L2_U32_U16_B16_D02,0.035913393,HD_t10_L2_U32_U16_B16_D02,0.046178397,MA_t10_L2_U32_U16_B16_D02,0.077669911,MRK_t10_L2_U32_U16_B16_D02,0.041554846,ABBV_t10_L2_U32_U16_B16_D02,0.068381339,LLY_t10_L2_U32_U16_B16_D02,0.056161195,UPS_t10_L2_U32_U16_B16_D02,0.036336888,CAT_t10_L2_U32_U16_B16_D02,0.054380026
AAPL_t10_L2_U16_U16_B16_D02,0.072267063,MSFT_t10_L2_U16_U16_B16_D02,0.055095937,AMZN_t10_L2_U16_U16_B16_D02,0.088768624,GOOGL_t10_L2_U16_U16_B16_D02,0.059774455,BRK-B_t10_L2_U16_U16_B16_D02,0.034021847,TSLA_t10_L2_U16_U16_B16_D02,0.052612145,NVDA_t10_L2_U16_U16_B16_D02,0.05542133,GOOG_t10_L2_U16_U16_B16_D02,0.073003724,UNH_t10_L2_U16_U16_B16_D02,0.053766452,JPM_t10_L2_U16_U16_B16_D02,0.078440212,AVGO_t10_L2_U16_U16_B16_D02,0.043987382,V_t10_L2_U16_U16_B16_D02,0.036642771,BAC_t10_L2_U16_U16_B16_D02,0.033788435,HD_t10_L2_U16_U16_B16_D02,0.043987382,MA_t10_L2_U16_U16_B16_D02,0.065468937,MRK_t10_L2_U16_U16_B16_D02,0.068114288,ABBV_t10_L2_U16_U16_B16_D02,0.018106824,LLY_t10_L2_U16_U16_B16_D02,0.040264063,UPS_t10_L2_U16_U16_B16_D02,0.054711331,CAT_t10_L2_U16_U16_B16_D02,0.039493024
AAPL_t10_L2_U16_U8_B16_D02,0.070599563,MSFT_t10_L2_U16_U8_B16_D02,0.055849966,AMZN_t10_L2_U16_U8_B16_D02,0.064698644,GOOGL_t10_L2_U16_U8_B16_D02,0.040721383,BRK-B_t10_L2_U16_U8_B16_D02,0.051122639,TSLA_t10_L2_U16_U8_B16_D02,0.031840585,NVDA_t10_L2_U16_U8_B16_D02,0.165698215,GOOG_t10_L2_U16_U8_B16_D02,0.067088716,UNH_t10_L2_U16_U8_B16_D02,0.064870082,JPM_t10_L2_U16_U8_B16_D02,0.045256212,AVGO_t10_L2_U16_U8_B16_D02,0.0564976,V_t10_L2_U16_U8_B16_D02,0.037934497,BAC_t10_L2_U16_U8_B16_D02,0.039479524,HD_t10_L2_U16_U8_B16_D02,0.0564976,MA_t10_L2_U16_U8_B16_D02,0.050958972,MRK_t10_L2_U16_U8_B16_D02,0.039565153,ABBV_t10_L2_U16_U8_B16_D02,0.077923737,LLY_t10_L2_U16_U8_B16_D02,0.026725695,UPS_t10_L2_U16_U8_B16_D02,0.069408812,CAT_t10_L2_U16_U8_B16_D02,0.029222406
AAPL_t10_L2_U8_U8_B16_D02,0.059596732,MSFT_t10_L2_U8_U8_B16_D02,0.031999283,AMZN_t10_L2_U8_U8_B16_D02,0.088692568,GOOGL_t10_L2_U8_U8_B16_D02,0.048272148,BRK-B_t10_L2_U8_U8_B16_D02,0.040891714,TSLA_t10_L2_U8_U8_B16_D02,0.037555359,NVDA_t10_L2_U8_U8_B16_D02,0.130866364,GOOG_t10_L2_U8_U8_B16_D02,0.090249695,UNH_t10_L2_U8_U8_B16_D02,0.035542883,JPM_t10_L2_U8_U8_B16_D02,0.044248909,AVGO_t10_L2_U8_U8_B16_D02,0.03982918,V_t10_L2_U8_U8_B16_D02,0.104570352,BAC_t10_L2_U8_U8_B16_D02,0.034021847,HD_t10_L2_U8_U8_B16_D02,0.03982918,MA_t10_L2_U8_U8_B16_D02,0.057797067,MRK_t10_L2_U8_U8_B16_D02,0.048307814,ABBV_t10_L2_U8_U8_B16_D02,0.033082243,LLY_t10_L2_U8_U8_B16_D02,0.066603422,UPS_t10_L2_U8_U8_B16_D02,0.083995737,CAT_t10_L2_U8_U8_B16_D02,0.044623405
AAPL_t10_L2_U128_U128_B32_D02,0.051090859,MSFT_t10_L2_U128_U128_B32_D02,0.046984348,AMZN_t10_L2_U128_U128_B32_D02,0.157339439,GOOGL_t10_L2_U128_U128_B32_D02,0.048262071,BRK-B_t10_L2_U128_U128_B32_D02,0.041806441,TSLA_t10_L2_U128_U128_B32_D02,0.037004475,NVDA_t10_L2_U128_U128_B32_D02,0.251202792,GOOG_t10_L2_U128_U128_B32_D02,0.02215237,UNH_t10_L2_U128_U128_B32_D02,0.074647672,JPM_t10_L2_U128_U128_B32_D02,0.03410425,AVGO_t10_L2_U128_U128_B32_D02,0.096708268,V_t10_L2_U128_U128_B32_D02,0.027486773,BAC_t10_L2_U128_U128_B32_D02,0.051122639,HD_t10_L2_U128_U128_B32_D02,0.096708268,MA_t10_L2_U128_U128_B32_D02,0.071469672,MRK_t10_L2_U128_U128_B32_D02,0.054967478,ABBV_t10_L2_U128_U128_B32_D02,0.036861207,LLY_t10_L2_U128_U128_B32_D02,0.036632299,UPS_t10_L2_U128_U128_B32_D02,0.072859205,CAT_t10_L2_U128_U128_B32_D02,0.020545712
