 AAPL , AAPL-MSE , MSFT , MSFT-MSE , AMZN , AMZN-MSE , GOOGL , GOOGL-MSE , BRK-B , BRK.B-MSE , TSLA , TSLA-MSE , NVDA , NVDA-MSE , GOOG , GOOG-MSE , UNH , UNH-MSE , JPM , JPM-MSE , AVGO , AVGO-MSE , V , V-MSE , BAC , BAC-MSE , HD , HD-MSE , MA , MA-MSE , MRK , MRK-MSE , ABBV , ABBV-MSE , LLY , LLY-MSE , UPS , UPS-MSE , CAT , CAT-MSE 
AAPL_t1_L2_U128_U64_B16_D03,0.079608552,MSFT_t1_L2_U128_U64_B16_D03,0.034746855,AMZN_t1_L2_U128_U64_B16_D03,0.080002323,GOOGL_t1_L2_U128_U64_B16_D03,0.066600502,BRK-B_t1_L2_U128_U64_B16_D03,0.068258628,TSLA_t1_L2_U128_U64_B16_D03,0.036382671,NVDA_t1_L2_U128_U64_B16_D03,0.064677954,GOOG_t1_L2_U128_U64_B16_D03,0.055682629,UNH_t1_L2_U128_U64_B16_D03,0.096850052,JPM_t1_L2_U128_U64_B16_D03,0.090282686,AVGO_t1_L2_U128_U64_B16_D03,0.04941345,V_t1_L2_U128_U64_B16_D03,0.0638161,BAC_t1_L2_U128_U64_B16_D03,0.104720317,HD_t1_L2_U128_U64_B16_D03,0.04941345,MA_t1_L2_U128_U64_B16_D03,0.081297278,MRK_t1_L2_U128_U64_B16_D03,0.060638446,ABBV_t1_L2_U128_U64_B16_D03,0.034024306,LLY_t1_L2_U128_U64_B16_D03,0.163417488,UPS_t1_L2_U128_U64_B16_D03,0.050449677,CAT_t1_L2_U128_U64_B16_D03,0.071032032
AAPL_t1_L2_U64_U64_B16_D03,0.060164493,MSFT_t1_L2_U64_U64_B16_D03,0.043295398,AMZN_t1_L2_U64_U64_B16_D03,0.115441166,GOOGL_t1_L2_U64_U64_B16_D03,0.067110829,BRK-B_t1_L2_U64_U64_B16_D03,0.058866687,TSLA_t1_L2_U64_U64_B16_D03,0.086821586,NVDA_t1_L2_U64_U64_B16_D03,0.062542185,GOOG_t1_L2_U64_U64_B16_D03,0.040484086,UNH_t1_L2_U64_U64_B16_D03,0.051845409,JPM_t1_L2_U64_U64_B16_D03,0.039162785,AVGO_t1_L2_U64_U64_B16_D03,0.018008085,V_t1_L2_U64_U64_B16_D03,0.06164933,BAC_t1_L2_U64_U64_B16_D03,0.050828755,HD_t1_L2_U64_U64_B16_D03,0.018008085,MA_t1_L2_U64_U64_B16_D03,0.06963978,MRK_t1_L2_U64_U64_B16_D03,0.048969399,ABBV_t1_L2_U64_U64_B16_D03,0.078035221,LLY_t1_L2_U64_U64_B16_D03,0.091816925,UPS_t1_L2_U64_U64_B16_D03,0.043088138,CAT_t1_L2_U64_U64_B16_D03,0.104567856
AAPL_t1_L2_U64_U32_B16_D03,0.074946716,MSFT_t1_L2_U64_U32_B16_D03,0.03017742,AMZN_t1_L2_U64_U32_B16_D03,0.06775254,GOOGL_t1_L2_U64_U32_B16_D03,0.076959014,BRK-B_t1_L2_U64_U32_B16_D03,0.048354138,TSLA_t1_L2_U64_U32_B16_D03,0.04736438,NVDA_t1_L2_U64_U32_B16_D03,0.094181024,GOOG_t1_L2_U64_U32_B16_D03,0.04820206,UNH_t1_L2_U64_U32_B16_D03,0.10037186,JPM_t1_L2_U64_U32_B16_D03,0.064726256,AVGO_t1_L2_U64_U32_B16_D03,0.032410532,V_t1_L2_U64_U32_B16_D03,0.039760828,BAC_t1_L2_U64_U32_B16_D03,0.068258628,HD_t1_L2_U64_U32_B16_D03,0.032410532,MA_t1_L2_U64_U32_B16_D03,0.056778923,MRK_t1_L2_U64_U32_B16_D03,0.088830538,ABBV_t1_L2_U64_U32_B16_D03,0.062230282,LLY_t1_L2_U64_U32_B16_D03,0.124528386,UPS_t1_L2_U64_U32_B16_D03,0.056079596,CAT_t1_L2_U64_U32_B16_D03,0.088933297
AAPL_t1_L2_U32_U32_B16_D03,0.114912406,MSFT_t1_L2_U32_U32_B16_D03,0.011308669,AMZN_t1_L2_U32_U32_B16_D03,0.082292914,GOOGL_t1_L2_U32_U32_B16_D03,0.050725859,BRK-B_t1_L2_U32_U32_B16_D03,0.035576206,TSLA_t1_L2_U32_U32_B16_D03,0.034392089,NVDA_t1_L2_U32_U32_B16_D03,0.032869633,GOOG_t1_L2_U32_U32_B16_D03,0.035261694,UNH_t1_L2_U32_U32_B16_D03,0.079578653,JPM_t1_L2_U32_U32_B16_D03,0.048373837,AVGO_t1_L2_U32_U32_B16_D03,0.048915185,V_t1_L2_U32_U32_B16_D03,0.043195747,BAC_t1_L2_U32_U32_B16_D03,0.058866687,HD_t1_L2_U32_U32_B16_D03,0.048915185,MA_t1_L2_U32_U32_B16_D03,0.051747769,MRK_t1_L2_U32_U32_B16_D03,0.070800327,ABBV_t1_L2_U32_U32_B16_D03,0.036114551,LLY_t1_L2_U32_U32_B16_D03,0.034776334,UPS_t1_L2_U32_U32_B16_D03,0.042604242,CAT_t1_L2_U32_U32_B16_D03,0.097494103
AAPL_t1_L2_U32_U16_B16_D03,0.063864179,MSFT_t1_L2_U32_U16_B16_D03,0.046524681,AMZN_t1_L2_U32_U16_B16_D03,0.051794294,GOOGL_t1_L2_U32_U16_B16_D03,0.015434048,BRK-B_t1_L2_U32_U16_B16_D03,0.021249462,TSLA_t1_L2_U32_U16_B16_D03,0.060758241,NVDA_t1_L2_U32_U16_B16_D03,0.051279288,GOOG_t1_L2_U32_U16_B16_D03,0.024025278,UNH_t1_L2_U32_U16_B16_D03,0.095171586,JPM_t1_L2_U32_U16_B16_D03,0.041814998,AVGO_t1_L2_U32_U16_B16_D03,0.037072275,V_t1_L2_U32_U16_B16_D03,0.042960815,BAC_t1_L2_U32_U16_B16_D03,0.048354138,HD_t1_L2_U32_U16_B16_D03,0.037072275,MA_t1_L2_U32_U16_B16_D03,0.072173633,MRK_t1_L2_U32_U16_B16_D03,0.072294556,ABBV_t1_L2_U32_U16_B16_D03,0.033725273,LLY_t1_L2_U32_U16_B16_D03,0.102904104,UPS_t1_L2_U32_U16_B16_D03,0.057176493,CAT_t1_L2_U32_U16_B16_D03,0.065005139
AAPL_t1_L2_U16_U16_B16_D03,0.067319013,MSFT_t1_L2_U16_U16_B16_D03,0.021311779,AMZN_t1_L2_U16_U16_B16_D03,0.026260968,GOOGL_t1_L2_U16_U16_B16_D03,0.020812085,BRK-B_t1_L2_U16_U16_B16_D03,0.022527827,TSLA_t1_L2_U16_U16_B16_D03,0.079353392,NVDA_t1_L2_U16_U16_B16_D03,0.046892636,GOOG_t1_L2_U16_U16_B16_D03,0.027000938,UNH_t1_L2_U16_U16_B16_D03,0.068582617,JPM_t1_L2_U16_U16_B16_D03,0.053602148,AVGO_t1_L2_U16_U16_B16_D03,0.044760924,V_t1_L2_U16_U16_B16_D03,0.042907275,BAC_t1_L2_U16_U16_B16_D03,0.035576206,HD_t1_L2_U16_U16_B16_D03,0.044760924,MA_t1_L2_U16_U16_B16_D03,0.037477627,MRK_t1_L2_U16_U16_B16_D03,0.038114145,ABBV_t1_L2_U16_U16_B16_D03,0.071976632,LLY_t1_L2_U16_U16_B16_D03,0.034682527,UPS_t1_L2_U16_U16_B16_D03,0.051595408,CAT_t1_L2_U16_U16_B16_D03,0.081808016
AAPL_t1_L2_U16_U8_B16_D03,0.041650552,MSFT_t1_L2_U16_U8_B16_D03,0.041852929,AMZN_t1_L2_U16_U8_B16_D03,0.083193704,GOOGL_t1_L2_U16_U8_B16_D03,0.029106775,BRK-B_t1_L2_U16_U8_B16_D03,0.112821519,TSLA_t1_L2_U16_U8_B16_D03,0.052674569,NVDA_t1_L2_U16_U8_B16_D03,0.062762685,GOOG_t1_L2_U16_U8_B16_D03,0.02833645,UNH_t1_L2_U16_U8_B16_D03,0.060330898,JPM_t1_L2_U16_U8_B16_D03,0.037394572,AVGO_t1_L2_U16_U8_B16_D03,0.030060075,V_t1_L2_U16_U8_B16_D03,0.021452112,BAC_t1_L2_U16_U8_B16_D03,0.021249462,HD_t1_L2_U16_U8_B16_D03,0.030060075,MA_t1_L2_U16_U8_B16_D03,0.061710622,MRK_t1_L2_U16_U8_B16_D03,0.036813799,ABBV_t1_L2_U16_U8_B16_D03,0.02348705,LLY_t1_L2_U16_U8_B16_D03,0.047597386,UPS_t1_L2_U16_U8_B16_D03,0.029557295,CAT_t1_L2_U16_U8_B16_D03,0.042060312
AAPL_t1_L2_U8_U8_B16_D03,0.037076566,MSFT_t1_L2_U8_U8_B16_D03,0.025243524,AMZN_t1_L2_U8_U8_B16_D03,0.045775268,GOOGL_t1_L2_U8_U8_B16_D03,0.020673215,BRK-B_t1_L2_U8_U8_B16_D03,0.047573723,TSLA_t1_L2_U8_U8_B16_D03,0.033645902,NVDA_t1_L2_U8_U8_B16_D03,0.048320793,GOOG_t1_L2_U8_U8_B16_D03,0.048792858,UNH_t1_L2_U8_U8_B16_D03,0.033978954,JPM_t1_L2_U8_U8_B16_D03,0.022138169,AVGO_t1_L2_U8_U8_B16_D03,0.022191036,V_t1_L2_U8_U8_B16_D03,0.027106181,BAC_t1_L2_U8_U8_B16_D03,0.022527827,HD_t1_L2_U8_U8_B16_D03,0.022191036,MA_t1_L2_U8_U8_B16_D03,0.036817674,MRK_t1_L2_U8_U8_B16_D03,0.027672287,ABBV_t1_L2_U8_U8_B16_D03,0.022678439,LLY_t1_L2_U8_U8_B16_D03,0.026529308,UPS_t1_L2_U8_U8_B16_D03,0.032492243,CAT_t1_L2_U8_U8_B16_D03,0.019374156
AAPL_t1_L2_U128_U128_B32_D03,0.089844182,MSFT_t1_L2_U128_U128_B32_D03,0.066937596,AMZN_t1_L2_U128_U128_B32_D03,0.0546677,GOOGL_t1_L2_U128_U128_B32_D03,0.03805548,BRK-B_t1_L2_U128_U128_B32_D03,0.076386437,TSLA_t1_L2_U128_U128_B32_D03,0.057925384,NVDA_t1_L2_U128_U128_B32_D03,0.06636709,GOOG_t1_L2_U128_U128_B32_D03,0.09342315,UNH_t1_L2_U128_U128_B32_D03,0.047137588,JPM_t1_L2_U128_U128_B32_D03,0.05358161,AVGO_t1_L2_U128_U128_B32_D03,0.077447705,V_t1_L2_U128_U128_B32_D03,0.064377621,BAC_t1_L2_U128_U128_B32_D03,0.112821519,HD_t1_L2_U128_U128_B32_D03,0.077447705,MA_t1_L2_U128_U128_B32_D03,0.08029823,MRK_t1_L2_U128_U128_B32_D03,0.059462462,ABBV_t1_L2_U128_U128_B32_D03,0.029579202,LLY_t1_L2_U128_U128_B32_D03,0.095401622,UPS_t1_L2_U128_U128_B32_D03,0.033063114,CAT_t1_L2_U128_U128_B32_D03,0.05491152
AAPL_t1_L2_U128_U64_B32_D03,0.085527152,MSFT_t1_L2_U128_U64_B32_D03,0.062299442,AMZN_t1_L2_U128_U64_B32_D03,0.052262817,GOOGL_t1_L2_U128_U64_B32_D03,0.054148357,BRK-B_t1_L2_U128_U64_B32_D03,0.067313381,TSLA_t1_L2_U128_U64_B32_D03,0.078597344,NVDA_t1_L2_U128_U64_B32_D03,0.029564921,GOOG_t1_L2_U128_U64_B32_D03,0.037657749,UNH_t1_L2_U128_U64_B32_D03,0.078277059,JPM_t1_L2_U128_U64_B32_D03,0.058478191,AVGO_t1_L2_U128_U64_B32_D03,0.080292366,V_t1_L2_U128_U64_B32_D03,0.060207203,BAC_t1_L2_U128_U64_B32_D03,0.047573723,HD_t1_L2_U128_U64_B32_D03,0.080292366,MA_t1_L2_U128_U64_B32_D03,0.061859496,MRK_t1_L2_U128_U64_B32_D03,0.109022081,ABBV_t1_L2_U128_U64_B32_D03,0.129055634,LLY_t1_L2_U128_U64_B32_D03,0.069277443,UPS_t1_L2_U128_U64_B32_D03,0.062963679,CAT_t1_L2_U128_U64_B32_D03,0.051166501
AAPL_t1_L2_U64_U64_B32_D03,0.098423488,MSFT_t1_L2_U64_U64_B32_D03,0.07829915,AMZN_t1_L2_U64_U64_B32_D03,0.068929784,GOOGL_t1_L2_U64_U64_B32_D03,0.049389184,BRK-B_t1_L2_U64_U64_B32_D03,0.035331488,TSLA_t1_L2_U64_U64_B32_D03,0.07772246,NVDA_t1_L2_U64_U64_B32_D03,0.026298186,GOOG_t1_L2_U64_U64_B32_D03,0.060029462,UNH_t1_L2_U64_U64_B32_D03,0.079406641,JPM_t1_L2_U64_U64_B32_D03,0.062223721,AVGO_t1_L2_U64_U64_B32_D03,0.033878163,V_t1_L2_U64_U64_B32_D03,0.063517563,BAC_t1_L2_U64_U64_B32_D03,0.076386437,HD_t1_L2_U64_U64_B32_D03,0.033878163,MA_t1_L2_U64_U64_B32_D03,0.086757049,MRK_t1_L2_U64_U64_B32_D03,0.055655595,ABBV_t1_L2_U64_U64_B32_D03,0.016515553,LLY_t1_L2_U64_U64_B32_D03,0.091367692,UPS_t1_L2_U64_U64_B32_D03,0.068464674,CAT_t1_L2_U64_U64_B32_D03,0.060130853
AAPL_t1_L2_U64_U32_B32_D03,0.06180967,MSFT_t1_L2_U64_U32_B32_D03,0.079653352,AMZN_t1_L2_U64_U32_B32_D03,0.052707788,GOOGL_t1_L2_U64_U32_B32_D03,0.025539232,BRK-B_t1_L2_U64_U32_B32_D03,0.063849121,TSLA_t1_L2_U64_U32_B32_D03,0.031792816,NVDA_t1_L2_U64_U32_B32_D03,0.105025403,GOOG_t1_L2_U64_U32_B32_D03,0.074993551,UNH_t1_L2_U64_U32_B32_D03,0.061323412,JPM_t1_L2_U64_U32_B32_D03,0.017635183,AVGO_t1_L2_U64_U32_B32_D03,0.069928765,V_t1_L2_U64_U32_B32_D03,0.05886231,BAC_t1_L2_U64_U32_B32_D03,0.067313381,HD_t1_L2_U64_U32_B32_D03,0.069928765,MA_t1_L2_U64_U32_B32_D03,0.051750094,MRK_t1_L2_U64_U32_B32_D03,0.064892121,ABBV_t1_L2_U64_U32_B32_D03,0.06239811,LLY_t1_L2_U64_U32_B32_D03,0.037452079,UPS_t1_L2_U64_U32_B32_D03,0.024306584,CAT_t1_L2_U64_U32_B32_D03,0.054498661
AAPL_t1_L2_U32_U32_B32_D03,0.077821076,MSFT_t1_L2_U32_U32_B32_D03,0.051450502,AMZN_t1_L2_U32_U32_B32_D03,0.07006865,GOOGL_t1_L2_U32_U32_B32_D03,0.020484099,BRK-B_t1_L2_U32_U32_B32_D03,0.023902627,TSLA_t1_L2_U32_U32_B32_D03,0.051481292,NVDA_t1_L2_U32_U32_B32_D03,0.050941125,GOOG_t1_L2_U32_U32_B32_D03,0.041731384,UNH_t1_L2_U32_U32_B32_D03,0.076913908,JPM_t1_L2_U32_U32_B32_D03,0.049798727,AVGO_t1_L2_U32_U32_B32_D03,0.06256789,V_t1_L2_U32_U32_B32_D03,0.064543582,BAC_t1_L2_U32_U32_B32_D03,0.035331488,HD_t1_L2_U32_U32_B32_D03,0.06256789,MA_t1_L2_U32_U32_B32_D03,0.062687129,MRK_t1_L2_U32_U32_B32_D03,0.015618042,ABBV_t1_L2_U32_U32_B32_D03,0.015485261,LLY_t1_L2_U32_U32_B32_D03,0.018287804,UPS_t1_L2_U32_U32_B32_D03,0.03556405,CAT_t1_L2_U32_U32_B32_D03,0.064616166
AAPL_t1_L2_U32_U16_B32_D03,0.085859105,MSFT_t1_L2_U32_U16_B32_D03,0.052405611,AMZN_t1_L2_U32_U16_B32_D03,0.041350134,GOOGL_t1_L2_U32_U16_B32_D03,0.03806825,BRK-B_t1_L2_U32_U16_B32_D03,0.020295551,TSLA_t1_L2_U32_U16_B32_D03,0.069527827,NVDA_t1_L2_U32_U16_B32_D03,0.047711819,GOOG_t1_L2_U32_U16_B32_D03,0.090209484,UNH_t1_L2_U32_U16_B32_D03,0.060649406,JPM_t1_L2_U32_U16_B32_D03,0.051686175,AVGO_t1_L2_U32_U16_B32_D03,0.019188272,V_t1_L2_U32_U16_B32_D03,0.026362212,BAC_t1_L2_U32_U16_B32_D03,0.063849121,HD_t1_L2_U32_U16_B32_D03,0.019188272,MA_t1_L2_U32_U16_B32_D03,0.07946296,MRK_t1_L2_U32_U16_B32_D03,0.032655615,ABBV_t1_L2_U32_U16_B32_D03,0.027801117,LLY_t1_L2_U32_U16_B32_D03,0.079363465,UPS_t1_L2_U32_U16_B32_D03,0.066412412,CAT_t1_L2_U32_U16_B32_D03,0.080998316
AAPL_t1_L2_U16_U16_B32_D03,0.039366651,MSFT_t1_L2_U16_U16_B32_D03,0.053617705,AMZN_t1_L2_U16_U16_B32_D03,0.041999049,GOOGL_t1_L2_U16_U16_B32_D03,0.036043383,BRK-B_t1_L2_U16_U16_B32_D03,0.024312101,TSLA_t1_L2_U16_U16_B32_D03,0.046562947,NVDA_t1_L2_U16_U16_B32_D03,0.037784141,GOOG_t1_L2_U16_U16_B32_D03,0.032566804,UNH_t1_L2_U16_U16_B32_D03,0.067063592,JPM_t1_L2_U16_U16_B32_D03,0.044015367,AVGO_t1_L2_U16_U16_B32_D03,0.03017766,V_t1_L2_U16_U16_B32_D03,0.023609839,BAC_t1_L2_U16_U16_B32_D03,0.023902627,HD_t1_L2_U16_U16_B32_D03,0.03017766,MA_t1_L2_U16_U16_B32_D03,0.074167132,MRK_t1_L2_U16_U16_B32_D03,0.027427046,ABBV_t1_L2_U16_U16_B32_D03,0.019410921,LLY_t1_L2_U16_U16_B32_D03,0.024304602,UPS_t1_L2_U16_U16_B32_D03,0.028262883,CAT_t1_L2_U16_U16_B32_D03,0.022386033
AAPL_t1_L2_U16_U8_B32_D03,0.041994851,MSFT_t1_L2_U16_U8_B32_D03,0.023309801,AMZN_t1_L2_U16_U8_B32_D03,0.039978888,GOOGL_t1_L2_U16_U8_B32_D03,0.029468343,BRK-B_t1_L2_U16_U8_B32_D03,0.065176204,TSLA_t1_L2_U16_U8_B32_D03,0.028756076,NVDA_t1_L2_U16_U8_B32_D03,0.039011639,GOOG_t1_L2_U16_U8_B32_D03,0.031689074,UNH_t1_L2_U16_U8_B32_D03,0.044008203,JPM_t1_L2_U16_U8_B32_D03,0.069647461,AVGO_t1_L2_U16_U8_B32_D03,0.021266269,V_t1_L2_U16_U8_B32_D03,0.027946476,BAC_t1_L2_U16_U8_B32_D03,0.020295551,HD_t1_L2_U16_U8_B32_D03,0.021266269,MA_t1_L2_U16_U8_B32_D03,0.065718412,MRK_t1_L2_U16_U8_B32_D03,0.022817656,ABBV_t1_L2_U16_U8_B32_D03,0.028908839,LLY_t1_L2_U16_U8_B32_D03,0.032162778,UPS_t1_L2_U16_U8_B32_D03,0.027029444,CAT_t1_L2_U16_U8_B32_D03,0.025803585
AAPL_t1_L2_U8_U8_B32_D03,0.033522844,MSFT_t1_L2_U8_U8_B32_D03,0.021818893,AMZN_t1_L2_U8_U8_B32_D03,0.034272805,GOOGL_t1_L2_U8_U8_B32_D03,0.029500918,BRK-B_t1_L2_U8_U8_B32_D03,0.055875376,TSLA_t1_L2_U8_U8_B32_D03,0.034540467,NVDA_t1_L2_U8_U8_B32_D03,0.034037217,GOOG_t1_L2_U8_U8_B32_D03,0.04384274,UNH_t1_L2_U8_U8_B32_D03,0.037562154,JPM_t1_L2_U8_U8_B32_D03,0.018360496,AVGO_t1_L2_U8_U8_B32_D03,0.023953328,V_t1_L2_U8_U8_B32_D03,0.025426669,BAC_t1_L2_U8_U8_B32_D03,0.024312101,HD_t1_L2_U8_U8_B32_D03,0.023953328,MA_t1_L2_U8_U8_B32_D03,0.053670518,MRK_t1_L2_U8_U8_B32_D03,0.022506403,ABBV_t1_L2_U8_U8_B32_D03,0.040121548,LLY_t1_L2_U8_U8_B32_D03,0.020295365,UPS_t1_L2_U8_U8_B32_D03,0.030173533,CAT_t1_L2_U8_U8_B32_D03,0.024701137
AAPL_t1_L2_U128_U128_B64_D03,0.089941204,MSFT_t1_L2_U128_U128_B64_D03,0.081927747,AMZN_t1_L2_U128_U128_B64_D03,0.093265168,GOOGL_t1_L2_U128_U128_B64_D03,0.058933932,BRK-B_t1_L2_U128_U128_B64_D03,0.030768827,TSLA_t1_L2_U128_U128_B64_D03,0.046466984,NVDA_t1_L2_U128_U128_B64_D03,0.101312548,GOOG_t1_L2_U128_U128_B64_D03,0.075391918,UNH_t1_L2_U128_U128_B64_D03,0.073227696,JPM_t1_L2_U128_U128_B64_D03,0.07676053,AVGO_t1_L2_U128_U128_B64_D03,0.041099738,V_t1_L2_U128_U128_B64_D03,0.072100297,BAC_t1_L2_U128_U128_B64_D03,0.065176204,HD_t1_L2_U128_U128_B64_D03,0.041099738,MA_t1_L2_U128_U128_B64_D03,0.057926808,MRK_t1_L2_U128_U128_B64_D03,0.040477552,ABBV_t1_L2_U128_U128_B64_D03,0.026907841,LLY_t1_L2_U128_U128_B64_D03,0.050416846,UPS_t1_L2_U128_U128_B64_D03,0.079343714,CAT_t1_L2_U128_U128_B64_D03,0.066356748
AAPL_t1_L2_U128_U64_B64_D03,0.062883526,MSFT_t1_L2_U128_U64_B64_D03,0.038256191,AMZN_t1_L2_U128_U64_B64_D03,0.03537184,GOOGL_t1_L2_U128_U64_B64_D03,0.033644464,BRK-B_t1_L2_U128_U64_B64_D03,0.0306367,TSLA_t1_L2_U128_U64_B64_D03,0.049192581,NVDA_t1_L2_U128_U64_B64_D03,0.034759045,GOOG_t1_L2_U128_U64_B64_D03,0.031327173,UNH_t1_L2_U128_U64_B64_D03,0.065283351,JPM_t1_L2_U128_U64_B64_D03,0.075481422,AVGO_t1_L2_U128_U64_B64_D03,0.031837065,V_t1_L2_U128_U64_B64_D03,0.076049283,BAC_t1_L2_U128_U64_B64_D03,0.055875376,HD_t1_L2_U128_U64_B64_D03,0.031837065,MA_t1_L2_U128_U64_B64_D03,0.078427501,MRK_t1_L2_U128_U64_B64_D03,0.131958574,ABBV_t1_L2_U128_U64_B64_D03,0.01642267,LLY_t1_L2_U128_U64_B64_D03,0.053305596,UPS_t1_L2_U128_U64_B64_D03,0.046025161,CAT_t1_L2_U128_U64_B64_D03,0.057074971
AAPL_t1_L2_U64_U64_B64_D03,0.062130399,MSFT_t1_L2_U64_U64_B64_D03,0.062133182,AMZN_t1_L2_U64_U64_B64_D03,0.069975533,GOOGL_t1_L2_U64_U64_B64_D03,0.028164001,BRK-B_t1_L2_U64_U64_B64_D03,0.059553046,TSLA_t1_L2_U64_U64_B64_D03,0.04640897,NVDA_t1_L2_U64_U64_B64_D03,0.140695304,GOOG_t1_L2_U64_U64_B64_D03,0.043690991,UNH_t1_L2_U64_U64_B64_D03,0.054955088,JPM_t1_L2_U64_U64_B64_D03,0.027103191,AVGO_t1_L2_U64_U64_B64_D03,0.02626737,V_t1_L2_U64_U64_B64_D03,0.036176361,BAC_t1_L2_U64_U64_B64_D03,0.030768827,HD_t1_L2_U64_U64_B64_D03,0.02626737,MA_t1_L2_U64_U64_B64_D03,0.082278088,MRK_t1_L2_U64_U64_B64_D03,0.031119926,ABBV_t1_L2_U64_U64_B64_D03,0.029665433,LLY_t1_L2_U64_U64_B64_D03,0.043874897,UPS_t1_L2_U64_U64_B64_D03,0.023087198,CAT_t1_L2_U64_U64_B64_D03,0.063638225
AAPL_t1_L2_U64_U32_B64_D03,0.053024229,MSFT_t1_L2_U64_U32_B64_D03,0.069496438,AMZN_t1_L2_U64_U32_B64_D03,0.059025723,GOOGL_t1_L2_U64_U32_B64_D03,0.039549299,BRK-B_t1_L2_U64_U32_B64_D03,0.038396321,TSLA_t1_L2_U64_U32_B64_D03,0.081968397,NVDA_t1_L2_U64_U32_B64_D03,0.044205945,GOOG_t1_L2_U64_U32_B64_D03,0.040873885,UNH_t1_L2_U64_U32_B64_D03,0.076398462,JPM_t1_L2_U64_U32_B64_D03,0.026321668,AVGO_t1_L2_U64_U32_B64_D03,0.03340061,V_t1_L2_U64_U32_B64_D03,0.056088336,BAC_t1_L2_U64_U32_B64_D03,0.0306367,HD_t1_L2_U64_U32_B64_D03,0.03340061,MA_t1_L2_U64_U32_B64_D03,0.053161249,MRK_t1_L2_U64_U32_B64_D03,0.068101242,ABBV_t1_L2_U64_U32_B64_D03,0.036001455,LLY_t1_L2_U64_U32_B64_D03,0.029100003,UPS_t1_L2_U64_U32_B64_D03,0.019012893,CAT_t1_L2_U64_U32_B64_D03,0.034036424
AAPL_t1_L2_U32_U32_B64_D03,0.049912777,MSFT_t1_L2_U32_U32_B64_D03,0.03396266,AMZN_t1_L2_U32_U32_B64_D03,0.036028735,GOOGL_t1_L2_U32_U32_B64_D03,0.041532803,BRK-B_t1_L2_U32_U32_B64_D03,0.030210501,TSLA_t1_L2_U32_U32_B64_D03,0.040538702,NVDA_t1_L2_U32_U32_B64_D03,0.055371609,GOOG_t1_L2_U32_U32_B64_D03,0.037979405,UNH_t1_L2_U32_U32_B64_D03,0.067620233,JPM_t1_L2_U32_U32_B64_D03,0.020305997,AVGO_t1_L2_U32_U32_B64_D03,0.030528283,V_t1_L2_U32_U32_B64_D03,0.032157227,BAC_t1_L2_U32_U32_B64_D03,0.059553046,HD_t1_L2_U32_U32_B64_D03,0.030528283,MA_t1_L2_U32_U32_B64_D03,0.074110389,MRK_t1_L2_U32_U32_B64_D03,0.024280133,ABBV_t1_L2_U32_U32_B64_D03,0.025610918,LLY_t1_L2_U32_U32_B64_D03,0.022527751,UPS_t1_L2_U32_U32_B64_D03,0.020070147,CAT_t1_L2_U32_U32_B64_D03,0.034805078
AAPL_t1_L2_U32_U16_B64_D03,0.037247043,MSFT_t1_L2_U32_U16_B64_D03,0.021151138,AMZN_t1_L2_U32_U16_B64_D03,0.033945475,GOOGL_t1_L2_U32_U16_B64_D03,0.050349724,BRK-B_t1_L2_U32_U16_B64_D03,0.03631606,TSLA_t1_L2_U32_U16_B64_D03,0.04103357,NVDA_t1_L2_U32_U16_B64_D03,0.031109815,GOOG_t1_L2_U32_U16_B64_D03,0.027299389,UNH_t1_L2_U32_U16_B64_D03,0.052214202,JPM_t1_L2_U32_U16_B64_D03,0.067893513,AVGO_t1_L2_U32_U16_B64_D03,0.025052099,V_t1_L2_U32_U16_B64_D03,0.033554967,BAC_t1_L2_U32_U16_B64_D03,0.038396321,HD_t1_L2_U32_U16_B64_D03,0.025052099,MA_t1_L2_U32_U16_B64_D03,0.087542407,MRK_t1_L2_U32_U16_B64_D03,0.016624844,ABBV_t1_L2_U32_U16_B64_D03,0.028683713,LLY_t1_L2_U32_U16_B64_D03,0.023569755,UPS_t1_L2_U32_U16_B64_D03,0.030395104,CAT_t1_L2_U32_U16_B64_D03,0.027054923
AAPL_t1_L2_U16_U16_B64_D03,0.047585733,MSFT_t1_L2_U16_U16_B64_D03,0.037373614,AMZN_t1_L2_U16_U16_B64_D03,0.028228691,GOOGL_t1_L2_U16_U16_B64_D03,0.028441617,BRK-B_t1_L2_U16_U16_B64_D03,0.028258802,TSLA_t1_L2_U16_U16_B64_D03,0.046282329,NVDA_t1_L2_U16_U16_B64_D03,0.032938171,GOOG_t1_L2_U16_U16_B64_D03,0.034659185,UNH_t1_L2_U16_U16_B64_D03,0.05320717,JPM_t1_L2_U16_U16_B64_D03,0.028883651,AVGO_t1_L2_U16_U16_B64_D03,0.036429275,V_t1_L2_U16_U16_B64_D03,0.034669533,BAC_t1_L2_U16_U16_B64_D03,0.030210501,HD_t1_L2_U16_U16_B64_D03,0.036429275,MA_t1_L2_U16_U16_B64_D03,0.050613564,MRK_t1_L2_U16_U16_B64_D03,0.042524416,ABBV_t1_L2_U16_U16_B64_D03,0.030587917,LLY_t1_L2_U16_U16_B64_D03,0.022455063,UPS_t1_L2_U16_U16_B64_D03,0.035570387,CAT_t1_L2_U16_U16_B64_D03,0.023427561
